patch_id,model,condition,p_yes,p_no,p_yes_renorm,coverage,top_token
patch_011,meta-llama/Llama-3.3-70B-Instruct,hedged,0.9999994039535522,6.0089934095231e-07,0.9999993991006619,1.0000000048528932,yes
patch_011,meta-llama/Llama-3.3-70B-Instruct,confident,0.9999992847442627,6.805852308389149e-07,0.9999993194147455,0.9999999653294935,yes
patch_011,meta-llama/Llama-3.3-70B-Instruct,confident_extra_neutral,0.9999961853027344,3.7089778288645903e-06,0.999996291021779,0.9999998942805632,yes
patch_011,meta-llama/Llama-3.3-70B-Instruct,unsupported_claims,0.999996542930603,3.455760634096805e-06,0.9999965442393614,0.9999999986912371,yes
patch_012,meta-llama/Llama-3.3-70B-Instruct,hedged,0.9770225882530212,0.02297736518085003,0.977022633749183,0.9999999534338713,yes
patch_012,meta-llama/Llama-3.3-70B-Instruct,confident,0.9770219326019287,0.02297797240316868,0.9770220254140408,0.9999999050050974,yes
patch_012,meta-llama/Llama-3.3-70B-Instruct,confident_extra_neutral,0.9859341979026794,0.014065694995224476,0.9859343034983099,0.9999998928979039,yes
patch_012,meta-llama/Llama-3.3-70B-Instruct,unsupported_claims,0.04743588715791702,0.9525640606880188,0.04743588963189146,0.9999999478459358,no
patch_013,meta-llama/Llama-3.3-70B-Instruct,hedged,0.9399178624153137,0.06008196994662285,0.9399180199813504,0.9999998323619366,yes
patch_013,meta-llama/Llama-3.3-70B-Instruct,confident,0.9953895211219788,0.004610362462699413,0.9953896370005837,0.9999998835846782,yes
patch_013,meta-llama/Llama-3.3-70B-Instruct,confident_extra_neutral,0.9940875172615051,0.005912342574447393,0.9940876565968546,0.9999998598359525,yes
patch_013,meta-llama/Llama-3.3-70B-Instruct,unsupported_claims,0.9046699404716492,0.09532981365919113,0.904670162902142,0.9999997541308403,yes
patch_014,meta-llama/Llama-3.3-70B-Instruct,hedged,0.9999866485595703,1.3230102013039868e-05,0.9999867698963817,0.9999998786615834,yes
patch_014,meta-llama/Llama-3.3-70B-Instruct,confident,0.9995458722114563,0.00045414239866659045,0.9995458576079684,1.000000014610123,yes
patch_014,meta-llama/Llama-3.3-70B-Instruct,confident_extra_neutral,0.9998920559883118,0.000107908810605295,0.9998920911855962,0.9999999647989171,yes
patch_014,meta-llama/Llama-3.3-70B-Instruct,unsupported_claims,0.22594110667705536,0.7740573287010193,0.22594146019001782,0.9999984353780746,no
patch_015,meta-llama/Llama-3.3-70B-Instruct,hedged,0.9997744560241699,0.00022215908393263817,0.9997778401640803,0.9999966151081026,yes
patch_015,meta-llama/Llama-3.3-70B-Instruct,confident,0.9999231696128845,7.392785482807085e-05,0.9999260719305934,0.9999970974677126,yes
patch_015,meta-llama/Llama-3.3-70B-Instruct,confident_extra_neutral,0.9999011754989624,9.599472105037421e-05,0.9999040050073049,0.9999971702200128,yes
patch_015,meta-llama/Llama-3.3-70B-Instruct,unsupported_claims,0.9981401562690735,0.0018574148416519165,0.9981425806468821,0.9999975711107254,yes
patch_016,meta-llama/Llama-3.3-70B-Instruct,hedged,0.9999997019767761,1.4942645520932274e-07,0.9999998505735226,0.9999998514032313,yes
patch_016,meta-llama/Llama-3.3-70B-Instruct,confident,0.9999995827674866,2.661833775619016e-07,0.9999997338165822,0.9999998489508641,yes
patch_016,meta-llama/Llama-3.3-70B-Instruct,confident_extra_neutral,0.9999995827674866,3.0873309242451796e-07,0.999999691266874,0.999999891500579,yes
patch_016,meta-llama/Llama-3.3-70B-Instruct,unsupported_claims,0.9999443292617798,5.543732186197303e-05,0.999944562665198,0.9999997665836418,yes
patch_017,meta-llama/Llama-3.3-70B-Instruct,hedged,0.9999299645423889,6.995019066380337e-05,0.9999300498033717,0.9999999147330527,yes
patch_017,meta-llama/Llama-3.3-70B-Instruct,confident,0.9998983144760132,0.00010160317469853908,0.9998983968169345,0.9999999176507117,yes
patch_017,meta-llama/Llama-3.3-70B-Instruct,confident_extra_neutral,0.9999435544013977,5.63699722988531e-05,0.9999436300234381,0.9999999243736966,yes
patch_017,meta-llama/Llama-3.3-70B-Instruct,unsupported_claims,0.9572180509567261,0.04278140887618065,0.9572185680146976,0.9999994598329067,yes
patch_018,meta-llama/Llama-3.3-70B-Instruct,hedged,0.9399142861366272,0.06008569523692131,0.9399143036438954,0.9999999813735485,yes
patch_018,meta-llama/Llama-3.3-70B-Instruct,confident,0.9399132132530212,0.06008662283420563,0.9399133673168277,0.9999998360872269,yes
patch_018,meta-llama/Llama-3.3-70B-Instruct,confident_extra_neutral,0.9980727434158325,0.0019271962810307741,0.9980728036027532,0.9999999396968633,yes
patch_018,meta-llama/Llama-3.3-70B-Instruct,unsupported_claims,0.02931484766304493,0.9706852436065674,0.02931484498749039,1.0000000912696123,no
patch_019,meta-llama/Llama-3.3-70B-Instruct,hedged,0.9999970197677612,2.3092970877769403e-06,0.9999976907013628,0.999999329064849,yes
patch_019,meta-llama/Llama-3.3-70B-Instruct,confident,0.9999927282333374,6.6083644014725e-06,0.9999933916312145,0.9999993365977389,yes
patch_019,meta-llama/Llama-3.3-70B-Instruct,confident_extra_neutral,0.9999966025352478,3.1124407087190775e-06,0.9999968875584042,0.9999997149759565,yes
patch_019,meta-llama/Llama-3.3-70B-Instruct,unsupported_claims,0.99991375207901,8.572556544095278e-05,0.9999142743897798,0.999999477644451,yes
patch_020,meta-llama/Llama-3.3-70B-Instruct,hedged,0.9995630383491516,0.00043706310680136085,0.9995629369375413,1.000000101455953,yes
patch_020,meta-llama/Llama-3.3-70B-Instruct,confident,0.9991884827613831,0.00081138766836375,0.9991886122265046,0.9999998704297468,yes
patch_020,meta-llama/Llama-3.3-70B-Instruct,confident_extra_neutral,0.9997938275337219,0.0002061822306131944,0.9997938177714001,1.0000000097643351,yes
patch_020,meta-llama/Llama-3.3-70B-Instruct,unsupported_claims,0.976996660232544,0.02300317771732807,0.9769968185550034,0.999999837949872,yes
patch_021,meta-llama/Llama-3.3-70B-Instruct,hedged,0.99950110912323,0.0004987750435248017,0.9995012248987004,0.9999998841667548,yes
patch_021,meta-llama/Llama-3.3-70B-Instruct,confident,0.999869167804718,0.00013068750558886677,0.999869312475502,0.9999998553103069,yes
patch_021,meta-llama/Llama-3.3-70B-Instruct,confident_extra_neutral,0.9996928572654724,0.00030682634678669274,0.9996931735561372,0.9999996836122591,yes
patch_021,meta-llama/Llama-3.3-70B-Instruct,unsupported_claims,0.9933225512504578,0.006676952820271254,0.9933230438684307,0.999999504070729,yes
patch_022,meta-llama/Llama-3.3-70B-Instruct,hedged,0.029316604137420654,0.9706833362579346,0.029316605884826534,0.9999999403953552,no
patch_022,meta-llama/Llama-3.3-70B-Instruct,confident,0.037334829568862915,0.9626652002334595,0.03733482845619832,1.0000000298023224,no
patch_022,meta-llama/Llama-3.3-70B-Instruct,confident_extra_neutral,0.1824350357055664,0.8175649046897888,0.18243504657954254,0.9999999403953552,no
patch_022,meta-llama/Llama-3.3-70B-Instruct,unsupported_claims,0.006693739909678698,0.9933061599731445,0.006693740579837106,0.9999998998828232,no
patch_023,meta-llama/Llama-3.3-70B-Instruct,hedged,0.9999803900718689,1.9485938537400216e-05,0.9999805140590465,0.9999998760104063,yes
patch_023,meta-llama/Llama-3.3-70B-Instruct,confident,0.9999314546585083,6.85330742271617e-05,0.9999314669249322,0.9999999877327355,yes
patch_023,meta-llama/Llama-3.3-70B-Instruct,confident_extra_neutral,0.9999743103981018,2.5632707547629252e-05,0.999974367290994,0.9999999431056494,yes
patch_023,meta-llama/Llama-3.3-70B-Instruct,unsupported_claims,0.9990869760513306,0.000912914052605629,0.9990870858470687,0.9999998901039362,yes
patch_024,meta-llama/Llama-3.3-70B-Instruct,hedged,0.008578408509492874,0.9914215803146362,0.008578408605364062,0.9999999888241291,no
patch_024,meta-llama/Llama-3.3-70B-Instruct,confident,0.008578299544751644,0.9914215803146362,0.008578300575353926,0.9999998798593879,no
patch_024,meta-llama/Llama-3.3-70B-Instruct,confident_extra_neutral,0.006693667266517878,0.9933063387870789,0.0066936672259971155,1.0000000060535967,no
patch_024,meta-llama/Llama-3.3-70B-Instruct,unsupported_claims,0.003594326553866267,0.9964056611061096,0.003594326598220344,0.9999999876599759,no
patch_025,meta-llama/Llama-3.3-70B-Instruct,hedged,0.9975279569625854,0.0024721266236156225,0.9975278735830201,1.000000083586201,yes
patch_025,meta-llama/Llama-3.3-70B-Instruct,confident,0.9770277142524719,0.02297217771410942,0.9770278198041275,0.9999998919665813,yes
patch_025,meta-llama/Llama-3.3-70B-Instruct,confident_extra_neutral,0.9947806000709534,0.005219422280788422,0.9947805778358747,1.0000000223517418,yes
patch_025,meta-llama/Llama-3.3-70B-Instruct,unsupported_claims,0.81760573387146,0.1823941171169281,0.8176058557042265,0.9999998509883881,yes
patch_026,meta-llama/Llama-3.3-70B-Instruct,hedged,0.9999776482582092,2.2214184355107136e-05,0.9999777858125891,0.9999998624425643,yes
patch_026,meta-llama/Llama-3.3-70B-Instruct,confident,0.9999960660934448,3.831100457318826e-06,0.9999961688991488,0.9999998971939021,yes
patch_026,meta-llama/Llama-3.3-70B-Instruct,confident_extra_neutral,0.9999824166297913,1.75943823705893e-05,0.9999824056178231,1.0000000110121618,yes
patch_026,meta-llama/Llama-3.3-70B-Instruct,unsupported_claims,0.999764621257782,0.0002352496812818572,0.9997647502883565,0.9999998709390638,yes
patch_027,meta-llama/Llama-3.3-70B-Instruct,hedged,0.562217116355896,0.43778282403945923,0.5622171498666495,0.9999999403953552,yes
patch_027,meta-llama/Llama-3.3-70B-Instruct,confident,0.7311021089553833,0.2688977122306824,0.7311022396866512,0.9999998211860657,yes
patch_027,meta-llama/Llama-3.3-70B-Instruct,confident_extra_neutral,0.18248724937438965,0.8175126314163208,0.18248727112856758,0.9999998807907104,no
patch_027,meta-llama/Llama-3.3-70B-Instruct,unsupported_claims,0.11925098299980164,0.8807488679885864,0.11925100076958549,0.9999998509883881,no
patch_028,meta-llama/Llama-3.3-70B-Instruct,hedged,0.9999129176139832,8.697797602508217e-05,0.9999130220148935,0.9999998955900082,yes
patch_028,meta-llama/Llama-3.3-70B-Instruct,confident,0.9998650550842285,0.00013499180204235017,0.9998650082042869,1.0000000468862709,yes
patch_028,meta-llama/Llama-3.3-70B-Instruct,confident_extra_neutral,0.9966302514076233,0.00336948549374938,0.9966305136197434,0.9999997369013727,yes
patch_028,meta-llama/Llama-3.3-70B-Instruct,unsupported_claims,0.9979187846183777,0.0020809825509786606,0.9979190169645047,0.9999997671693563,yes
patch_029,meta-llama/Llama-3.3-70B-Instruct,hedged,0.9999867677688599,1.3150959603080992e-05,0.9999868490393281,0.9999999187284629,yes
patch_029,meta-llama/Llama-3.3-70B-Instruct,confident,0.9999866485595703,1.320349929301301e-05,0.9999867964987537,0.9999998520588633,yes
patch_029,meta-llama/Llama-3.3-70B-Instruct,confident_extra_neutral,0.9999034404754639,9.648773266235366e-05,0.9999035122604106,0.9999999282081262,yes
patch_029,meta-llama/Llama-3.3-70B-Instruct,unsupported_claims,0.9890185594558716,0.010981264524161816,0.989018733542916,0.9999998239800334,yes
patch_030,meta-llama/Llama-3.3-70B-Instruct,hedged,0.9999972581863403,2.577303575890255e-06,0.9999974226960001,0.9999998354899162,yes
patch_030,meta-llama/Llama-3.3-70B-Instruct,confident,0.9999948740005493,5.008306288800668e-06,0.9999949916931218,0.9999998823068381,yes
patch_030,meta-llama/Llama-3.3-70B-Instruct,confident_extra_neutral,0.9999920129776001,7.82343795435736e-06,0.9999921765607659,0.9999998364155545,yes
patch_030,meta-llama/Llama-3.3-70B-Instruct,unsupported_claims,0.9926572442054749,0.0073424396105110645,0.9926575580679262,0.9999996838159859,yes
patch_031,meta-llama/Llama-3.3-70B-Instruct,hedged,0.4378422200679779,0.5621575117111206,0.43784233750644436,0.9999997317790985,no
patch_031,meta-llama/Llama-3.3-70B-Instruct,confident,0.3208380341529846,0.679161787033081,0.32083809152330606,0.9999998211860657,no
patch_031,meta-llama/Llama-3.3-70B-Instruct,confident_extra_neutral,0.3775579035282135,0.6224417686462402,0.37755802730138005,0.9999996721744537,no
patch_031,meta-llama/Llama-3.3-70B-Instruct,unsupported_claims,0.04743191599845886,0.9525679349899292,0.04743192306636618,0.9999998509883881,no
patch_032,meta-llama/Llama-3.3-70B-Instruct,hedged,0.9994432330131531,0.000556632992811501,0.9994433669326029,0.9999998660059646,yes
patch_032,meta-llama/Llama-3.3-70B-Instruct,confident,0.9993617534637451,0.0006381465354934335,0.9993618534006914,0.9999998999992386,yes
patch_032,meta-llama/Llama-3.3-70B-Instruct,confident_extra_neutral,0.9982926249504089,0.0017073745839297771,0.9982926254152752,0.9999999995343387,yes
patch_032,meta-llama/Llama-3.3-70B-Instruct,unsupported_claims,0.09549345821142197,0.9045063853263855,0.09549347315254014,0.9999998435378075,no
patch_033,meta-llama/Llama-3.3-70B-Instruct,hedged,0.1192101389169693,0.8807898759841919,0.11921013714059983,1.0000000149011612,no
patch_033,meta-llama/Llama-3.3-70B-Instruct,confident,0.11920899897813797,0.8807909488677979,0.11920900519537207,0.9999999478459358,no
patch_033,meta-llama/Llama-3.3-70B-Instruct,confident_extra_neutral,0.07586117833852768,0.9241388440132141,0.07586117664289825,1.0000000223517418,no
patch_033,meta-llama/Llama-3.3-70B-Instruct,unsupported_claims,0.0035941507667303085,0.9964057207107544,0.003594151228659665,0.9999998714774847,no
patch_034,meta-llama/Llama-3.3-70B-Instruct,hedged,0.622481107711792,0.37751859426498413,0.6224812932256738,0.9999997019767761,yes
patch_034,meta-llama/Llama-3.3-70B-Instruct,confident,0.4378482699394226,0.5621514916419983,0.43784837433060986,0.9999997615814209,no
patch_034,meta-llama/Llama-3.3-70B-Instruct,confident_extra_neutral,0.22277356684207916,0.7772262096405029,0.22277361663586273,0.9999997764825821,no
patch_034,meta-llama/Llama-3.3-70B-Instruct,unsupported_claims,0.037344999611377716,0.9626547694206238,0.03734500823687952,0.9999997690320015,no
patch_035,meta-llama/Llama-3.3-70B-Instruct,hedged,0.9626271724700928,0.0373726449906826,0.9626273481873425,0.9999998174607754,yes
patch_035,meta-llama/Llama-3.3-70B-Instruct,confident,0.939794659614563,0.060205183923244476,0.939794806656919,0.9999998435378075,yes
patch_035,meta-llama/Llama-3.3-70B-Instruct,confident_extra_neutral,0.8174065947532654,0.18259313702583313,0.817406813998858,0.9999997317790985,yes
patch_035,meta-llama/Llama-3.3-70B-Instruct,unsupported_claims,0.11932112276554108,0.880678653717041,0.1193211494358963,0.9999997764825821,no
patch_036,meta-llama/Llama-3.3-70B-Instruct,hedged,0.9958577752113342,0.004142149817198515,0.9958578498722584,0.9999999250285327,yes
patch_036,meta-llama/Llama-3.3-70B-Instruct,confident,0.998918354511261,0.0010815170826390386,0.9989184827784876,0.9999998715939,yes
patch_036,meta-llama/Llama-3.3-70B-Instruct,confident_extra_neutral,0.9923051595687866,0.007694642525166273,0.9923053559520172,0.9999998020939529,yes
patch_036,meta-llama/Llama-3.3-70B-Instruct,unsupported_claims,0.8371532559394836,0.16284608840942383,0.8371538048202903,0.9999993443489075,yes
patch_037,meta-llama/Llama-3.3-70B-Instruct,hedged,0.9998198747634888,0.0001802592450985685,0.9998197407790577,1.0000001340085873,yes
patch_037,meta-llama/Llama-3.3-70B-Instruct,confident,0.9995676279067993,0.0004323807079344988,0.9995676192957903,1.0000000086147338,yes
patch_037,meta-llama/Llama-3.3-70B-Instruct,confident_extra_neutral,0.9999474883079529,5.248546221992001e-05,0.9999475145364034,0.9999999737701728,yes
patch_037,meta-llama/Llama-3.3-70B-Instruct,unsupported_claims,0.06023223698139191,0.9397672414779663,0.06023226839496782,0.9999994784593582,no
patch_038,meta-llama/Llama-3.3-70B-Instruct,hedged,0.9986526370048523,0.0013472363352775574,0.9986527634940816,0.9999998733401299,yes
patch_038,meta-llama/Llama-3.3-70B-Instruct,confident,0.9994293451309204,0.0005705830990336835,0.9994294168600155,0.9999999282299541,yes
patch_038,meta-llama/Llama-3.3-70B-Instruct,confident_extra_neutral,0.9997313618659973,0.0002685575745999813,0.9997314424037652,0.9999999194405973,yes
patch_038,meta-llama/Llama-3.3-70B-Instruct,unsupported_claims,0.9888536334037781,0.011146172881126404,0.9888538249596912,0.9999998062849045,yes
patch_039,meta-llama/Llama-3.3-70B-Instruct,hedged,0.9999997615814209,1.665960098762298e-07,0.9999998334039781,0.9999999281774308,yes
patch_039,meta-llama/Llama-3.3-70B-Instruct,confident,0.9999995827674866,3.1195543215289945e-07,0.999999688044535,0.9999998947229187,yes
patch_039,meta-llama/Llama-3.3-70B-Instruct,confident_extra_neutral,0.9999992251396179,6.97513826253271e-07,0.9999993024861198,0.9999999226534442,yes
patch_039,meta-llama/Llama-3.3-70B-Instruct,unsupported_claims,0.9999905824661255,9.399367627338506e-06,0.9999906006322019,0.9999999818337528,yes
patch_040,meta-llama/Llama-3.3-70B-Instruct,hedged,0.9999997019767761,9.600253036978756e-08,0.9999999039974502,0.9999997979793065,yes
patch_040,meta-llama/Llama-3.3-70B-Instruct,confident,0.9999995827674866,1.0689434049027113e-07,0.9999998931056263,0.9999996896618271,yes
patch_040,meta-llama/Llama-3.3-70B-Instruct,confident_extra_neutral,0.9999994039535522,2.0477369844229543e-07,0.9999997952262214,0.9999996087272507,yes
patch_040,meta-llama/Llama-3.3-70B-Instruct,unsupported_claims,0.9999984502792358,1.321463059866801e-06,0.9999986785366385,0.9999997717422957,yes
patch_041,meta-llama/Llama-3.3-70B-Instruct,hedged,0.9999974966049194,2.3518075522588333e-06,0.9999976481920912,0.9999998484124717,yes
patch_041,meta-llama/Llama-3.3-70B-Instruct,confident,0.9999963641166687,3.5718280742003117e-06,0.999996428171697,0.9999999359447429,yes
patch_041,meta-llama/Llama-3.3-70B-Instruct,confident_extra_neutral,0.9999885559082031,1.1121443094452843e-05,0.9999888785533172,0.9999996773512976,yes
patch_041,meta-llama/Llama-3.3-70B-Instruct,unsupported_claims,0.9999792575836182,2.0284824131522328e-05,0.9999797151665863,0.9999995424077497,yes
patch_042,meta-llama/Llama-3.3-70B-Instruct,hedged,1.0,4.1502168812712625e-08,0.999999958497833,1.0000000415021688,yes
patch_042,meta-llama/Llama-3.3-70B-Instruct,confident,0.9999998211860657,9.93219444467286e-08,0.9999999006780477,0.9999999205080101,yes
patch_042,meta-llama/Llama-3.3-70B-Instruct,confident_extra_neutral,0.9999993443489075,4.963869741914095e-07,0.9999995036129468,0.9999998407358817,yes
patch_042,meta-llama/Llama-3.3-70B-Instruct,unsupported_claims,0.9999989867210388,8.984093824437878e-07,0.9999991015905143,0.9999998851304213,yes
patch_043,meta-llama/Llama-3.3-70B-Instruct,hedged,0.9990795254707336,0.00092050910461694,0.9990794909272099,1.0000000345753506,yes
patch_043,meta-llama/Llama-3.3-70B-Instruct,confident,0.9997608661651611,0.0002390830049989745,0.9997609169828485,0.9999999491701601,yes
patch_043,meta-llama/Llama-3.3-70B-Instruct,confident_extra_neutral,0.9990714192390442,0.0009283614344894886,0.9990716383618963,0.9999997806735337,yes
patch_043,meta-llama/Llama-3.3-70B-Instruct,unsupported_claims,0.893103837966919,0.10689543187618256,0.8931044900733235,0.9999992698431015,yes
patch_044,meta-llama/Llama-3.3-70B-Instruct,hedged,0.029478322714567184,0.9705187678337097,0.029478408480573533,0.9999970905482769,no
patch_044,meta-llama/Llama-3.3-70B-Instruct,confident,0.7767816781997681,0.22321610152721405,0.7767834028709982,0.9999977797269821,yes
patch_044,meta-llama/Llama-3.3-70B-Instruct,confident_extra_neutral,0.8932501673698425,0.10674921423196793,0.8932507197544705,0.9999993816018105,yes
patch_044,meta-llama/Llama-3.3-70B-Instruct,unsupported_claims,0.014153257943689823,0.9858453869819641,0.014153277122432565,0.9999986449256539,no
patch_045,meta-llama/Llama-3.3-70B-Instruct,hedged,0.22273321449756622,0.7772665619850159,0.22273326428233034,0.9999997764825821,no
patch_045,meta-llama/Llama-3.3-70B-Instruct,confident,0.377569317817688,0.6224305033683777,0.37756938533235523,0.9999998211860657,no
patch_045,meta-llama/Llama-3.3-70B-Instruct,confident_extra_neutral,0.5000500679016113,0.49994975328445435,0.5000501573175473,0.9999998211860657,no
patch_045,meta-llama/Llama-3.3-70B-Instruct,unsupported_claims,0.03733770549297333,0.9626621603965759,0.037337710500350514,0.9999998658895493,no
patch_046,meta-llama/Llama-3.3-70B-Instruct,hedged,0.9465986490249634,0.05340118333697319,0.9465988077109544,0.9999998323619366,yes
patch_046,meta-llama/Llama-3.3-70B-Instruct,confident,0.9875684380531311,0.01243109442293644,0.9875688997652267,0.9999995324760675,yes
patch_046,meta-llama/Llama-3.3-70B-Instruct,confident_extra_neutral,0.9971989989280701,0.0028009668458253145,0.9971990330583085,0.9999999657738954,yes
patch_046,meta-llama/Llama-3.3-70B-Instruct,unsupported_claims,0.851962685585022,0.148036926984787,0.8519630156612159,0.999999612569809,yes
patch_047,meta-llama/Llama-3.3-70B-Instruct,hedged,0.18247036635875702,0.817529559135437,0.18247037995385973,0.999999925494194,no
patch_047,meta-llama/Llama-3.3-70B-Instruct,confident,0.060102466493844986,0.9398974180221558,0.060102473434718987,0.9999998845160007,no
patch_047,meta-llama/Llama-3.3-70B-Instruct,confident_extra_neutral,0.5000396966934204,0.4999603033065796,0.5000396966934204,1.0,no
patch_047,meta-llama/Llama-3.3-70B-Instruct,unsupported_claims,0.06009816378355026,0.9399017095565796,0.06009817139557685,0.9999998733401299,no
patch_048,meta-llama/Llama-3.3-70B-Instruct,hedged,0.0005532139330171049,0.9994466304779053,0.0005532140190911638,0.9999998444109224,no
patch_048,meta-llama/Llama-3.3-70B-Instruct,confident,0.000911753042601049,0.9990882873535156,0.0009117530057697682,1.0000000403961167,no
patch_048,meta-llama/Llama-3.3-70B-Instruct,confident_extra_neutral,0.0013256228994578123,0.998674213886261,0.0013256231158184364,0.9999998367857188,no
